Year,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2021,Poicephalus senegalus,Aves,Psittaciformes,Psittacidae,Poicephalus,CV,SN,,2.0,,live,,P,D
2021,Poicephalus senegalus,Aves,Psittaciformes,Psittacidae,Poicephalus,SG,LK,,,1.0,live,Number of specimens,T,C
2021,Poicephalus senegalus,Aves,Psittaciformes,Psittacidae,Poicephalus,UA,BJ,XX,,350.0,live,,T,W
2021,Polytelis alexandrae,Aves,Psittaciformes,Psittacidae,Polytelis,AE,CZ,,,15.0,live,,T,C
2021,Polytelis alexandrae,Aves,Psittaciformes,Psittacidae,Polytelis,BD,CZ,,,4.0,live,,T,C
2021,Polytelis alexandrae,Aves,Psittaciformes,Psittacidae,Polytelis,IQ,CZ,,,11.0,live,,T,C
2021,Polytelis alexandrae,Aves,Psittaciformes,Psittacidae,Polytelis,KW,CZ,,,6.0,live,,T,C
2021,Polytelis alexandrae,Aves,Psittaciformes,Psittacidae,Polytelis,LB,CZ,,,10.0,live,,T,C
2021,Polytelis alexandrae,Aves,Psittaciformes,Psittacidae,Polytelis,QA,CZ,,,6.0,live,,T,C
2021,Polytelis alexandrae,Aves,Psittaciformes,Psittacidae,Polytelis,TR,CZ,,20.0,,live,,T,C
2021,Polytelis anthopeplus,Aves,Psittaciformes,Psittacidae,Polytelis,BD,CZ,,,20.0,live,,T,C
2021,Polytelis anthopeplus,Aves,Psittaciformes,Psittacidae,Polytelis,BR,DE,,,4.0,live,Number of specimens,T,C
2021,Polytelis anthopeplus,Aves,Psittaciformes,Psittacidae,Polytelis,GB,CZ,,,57.0,live,,T,C
2021,Polytelis anthopeplus,Aves,Psittaciformes,Psittacidae,Polytelis,GE,CZ,,,4.0,live,,T,C
2021,Polytelis anthopeplus,Aves,Psittaciformes,Psittacidae,Polytelis,IQ,CZ,,,25.0,live,,T,C
2021,Polytelis anthopeplus,Aves,Psittaciformes,Psittacidae,Polytelis,LB,CZ,,,85.0,live,,T,C
2021,Polytelis anthopeplus,Aves,Psittaciformes,Psittacidae,Polytelis,QA,CZ,,,23.0,live,,T,C
2021,Polytelis anthopeplus,Aves,Psittaciformes,Psittacidae,Polytelis,SA,CZ,,,20.0,live,,T,C
2021,Polytelis anthopeplus,Aves,Psittaciformes,Psittacidae,Polytelis,TR,CZ,,20.0,,live,,T,C
2021,Polytelis swainsonii,Aves,Psittaciformes,Psittacidae,Polytelis,BD,CZ,,,52.0,live,,T,C
2021,Polytelis swainsonii,Aves,Psittaciformes,Psittacidae,Polytelis,GB,CZ,,,69.0,live,,T,C
2021,Polytelis swainsonii,Aves,Psittaciformes,Psittacidae,Polytelis,GE,CZ,,,4.0,live,,T,C
2021,Polytelis swainsonii,Aves,Psittaciformes,Psittacidae,Polytelis,IQ,CZ,,,38.0,live,,T,C
2021,Polytelis swainsonii,Aves,Psittaciformes,Psittacidae,Polytelis,KW,CZ,,,12.0,live,,T,C
2021,Polytelis swainsonii,Aves,Psittaciformes,Psittacidae,Polytelis,LB,CZ,,,130.0,live,,T,C
2021,Polytelis swainsonii,Aves,Psittaciformes,Psittacidae,Polytelis,QA,CZ,,,36.0,live,,T,C
2021,Polytelis swainsonii,Aves,Psittaciformes,Psittacidae,Polytelis,TR,CZ,,20.0,13.0,live,,T,C
2021,Primolius auricollis,Aves,Psittaciformes,Psittacidae,Primolius,CZ,AR,,10.0,,live,,T,C
2021,Primolius auricollis,Aves,Psittaciformes,Psittacidae,Primolius,MV,LK,,,1.0,live,Number of specimens,T,C
2021,Primolius auricollis,Aves,Psittaciformes,Psittacidae,Primolius,SG,LK,,,6.0,live,Number of specimens,T,C
2021,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,AE,CZ,,,80.0,live,,T,C
2021,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,BD,CZ,,,240.0,live,,T,C
2021,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,GB,CZ,,,195.0,live,,T,C
2021,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,GE,CZ,,,10.0,live,,T,C
2021,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,ID,CZ,,,380.0,live,,T,C
2021,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,IQ,CZ,,,2095.0,live,,T,C
2021,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,KW,CZ,,,337.0,live,,T,C
2021,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,LB,CZ,,,1279.0,live,,T,C
2021,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,QA,CZ,,,153.0,live,,T,C
2021,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,SA,CZ,,,50.0,live,,T,C
2021,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,TR,CZ,,300.0,100.0,live,,T,C
2021,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,TR,UZ,,50.0,,live,,T,C
2021,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,UZ,CZ,,,7.0,live,,T,C
2021,Psephotus varius,Aves,Psittaciformes,Psittacidae,Psephotus,GE,CZ,,,2.0,live,,T,C
2021,Psephotus varius,Aves,Psittaciformes,Psittacidae,Psephotus,LB,CZ,,,51.0,live,,T,C
2021,Psephotus varius,Aves,Psittaciformes,Psittacidae,Psephotus,QA,CZ,,,21.0,live,,T,C
2021,Psephotus varius,Aves,Psittaciformes,Psittacidae,Psephotus,UZ,CZ,,,20.0,live,,T,C
2021,Psittacula alexandri,Aves,Psittaciformes,Psittacidae,Psittacula,CA,DE,CA,,1.0,live,Number of specimens,P,F
2021,Psittacula alexandri,Aves,Psittaciformes,Psittacidae,Psittacula,CZ,ZA,,1.0,,live,,P,C
2021,Psittacula alexandri,Aves,Psittaciformes,Psittacidae,Psittacula,GB,CZ,,,14.0,live,,T,C
2021,Psittacula alexandri,Aves,Psittaciformes,Psittacidae,Psittacula,QA,CZ,,,4.0,live,,T,C
2021,Psittacula calthorpae,Aves,Psittaciformes,Psittacidae,Psittacula,DE,CH,,2.0,,live,Number of specimens,P,C
2021,Psittacula cyanocephala,Aves,Psittaciformes,Psittacidae,Psittacula,BR,DE,,,2.0,live,Number of specimens,T,C
2021,Psittacula cyanocephala,Aves,Psittaciformes,Psittacidae,Psittacula,CZ,ZA,,9.0,,live,,P,C
2021,Psittacula cyanocephala,Aves,Psittaciformes,Psittacidae,Psittacula,GB,CZ,,,24.0,live,,T,C
2021,Psittacula cyanocephala,Aves,Psittaciformes,Psittacidae,Psittacula,IQ,CZ,,,6.0,live,,T,C
2021,Psittacula cyanocephala,Aves,Psittaciformes,Psittacidae,Psittacula,KW,CZ,,,17.0,live,,T,C
2021,Psittacula cyanocephala,Aves,Psittaciformes,Psittacidae,Psittacula,QA,CZ,,,8.0,live,,T,C
2021,Psittacula cyanocephala,Aves,Psittaciformes,Psittacidae,Psittacula,TR,CZ,,10.0,,live,,T,C
2021,Psittacula derbiana,Aves,Psittaciformes,Psittacidae,Psittacula,DE,CH,,4.0,,live,Number of specimens,Z,C
2021,Psittacula derbiana,Aves,Psittaciformes,Psittacidae,Psittacula,GB,CZ,,,91.0,live,,T,C
2021,Psittacula derbiana,Aves,Psittaciformes,Psittacidae,Psittacula,GE,CZ,,,6.0,live,,T,C
2021,Psittacula derbiana,Aves,Psittaciformes,Psittacidae,Psittacula,IQ,CZ,,,24.0,live,,T,C
2021,Psittacula derbiana,Aves,Psittaciformes,Psittacidae,Psittacula,KW,CZ,,,11.0,live,,T,C
2021,Psittacula derbiana,Aves,Psittaciformes,Psittacidae,Psittacula,LB,CZ,,,17.0,live,,T,C
2021,Psittacula derbiana,Aves,Psittaciformes,Psittacidae,Psittacula,QA,CZ,,,16.0,live,,T,C
2021,Psittacula derbiana,Aves,Psittaciformes,Psittacidae,Psittacula,TR,CZ,,20.0,,live,,T,C
2021,Psittacula derbiana,Aves,Psittaciformes,Psittacidae,Psittacula,UZ,CZ,,,4.0,live,,T,C
2021,Psittacula derbiana,Aves,Psittaciformes,Psittacidae,Psittacula,VE,CZ,,,16.0,live,,T,C
2021,Psittacula eupatria,Aves,Psittaciformes,Psittacidae,Psittacula,AE,CZ,,,18.0,live,,T,C
2021,Psittacula eupatria,Aves,Psittaciformes,Psittacidae,Psittacula,GB,CZ,,,255.0,live,,T,C
2021,Psittacula eupatria,Aves,Psittaciformes,Psittacidae,Psittacula,IQ,CZ,,,8.0,live,,T,C
2021,Psittacula eupatria,Aves,Psittaciformes,Psittacidae,Psittacula,LB,CZ,,,45.0,live,,T,C
2021,Psittacula eupatria,Aves,Psittaciformes,Psittacidae,Psittacula,QA,CZ,,,16.0,live,,T,C
2021,Psittacula eupatria,Aves,Psittaciformes,Psittacidae,Psittacula,TR,CZ,,20.0,,live,,T,C
2021,Psittacula eupatria,Aves,Psittaciformes,Psittacidae,Psittacula,UZ,CZ,,,6.0,live,,T,C
2021,Psittacula eupatria,Aves,Psittaciformes,Psittacidae,Psittacula,VE,CZ,,,15.0,live,,T,C
2021,Psittacula roseata,Aves,Psittaciformes,Psittacidae,Psittacula,BR,DE,,,7.0,live,Number of specimens,T,C
2021,Purpureicephalus spurius,Aves,Psittaciformes,Psittacidae,Purpureicephalus,BR,DE,,,2.0,live,Number of specimens,T,C
2021,Pyrrhura molinae,Aves,Psittaciformes,Psittacidae,Pyrrhura,DE,CA,,1.0,,live,Number of specimens,P,F
2021,Pyrrhura molinae,Aves,Psittaciformes,Psittacidae,Pyrrhura,DE,IR,,2.0,,live,Number of specimens,P,C
2021,Pyrrhura molinae,Aves,Psittaciformes,Psittacidae,Pyrrhura,DE,US,,3.0,,live,Number of specimens,P,F
2021,Pyrrhura molinae,Aves,Psittaciformes,Psittacidae,Pyrrhura,GB,CZ,,,104.0,live,,T,C
2021,Pyrrhura molinae,Aves,Psittaciformes,Psittacidae,Pyrrhura,QA,CZ,,,30.0,live,,T,C
2021,Pyrrhura molinae,Aves,Psittaciformes,Psittacidae,Pyrrhura,XV,DE,,,1.0,live,Number of specimens,P,C
2021,Pyrrhura perlata,Aves,Psittaciformes,Psittacidae,Pyrrhura,GB,CZ,,,20.0,live,,T,C
2021,Pyrrhura perlata,Aves,Psittaciformes,Psittacidae,Pyrrhura,LB,CZ,,,4.0,live,,T,C
2021,Pyrrhura perlata,Aves,Psittaciformes,Psittacidae,Pyrrhura,QA,CZ,,,30.0,live,,T,C
2021,Pyrrhura picta,Aves,Psittaciformes,Psittacidae,Pyrrhura,LK,SR,,34.0,,live,Number of specimens,B,C
2021,Tanygnathus lucionensis,Aves,Psittaciformes,Psittacidae,Tanygnathus,DE,PH,,6.0,,live,Number of specimens,T,C
2021,Antaresia childreni,Reptilia,Serpentes,Pythonidae,Antaresia,JP,DE,,,26.0,live,Number of specimens,T,C
2021,Antaresia maculosa,Reptilia,Serpentes,Pythonidae,Antaresia,JP,CZ,DE,,5.0,live,,T,C
2021,Antaresia maculosa,Reptilia,Serpentes,Pythonidae,Antaresia,JP,DE,,,28.0,live,Number of specimens,T,C
2021,Antaresia stimsoni,Reptilia,Serpentes,Pythonidae,Antaresia,JP,DE,,,20.0,live,Number of specimens,T,C
2021,Apodora papuana,Reptilia,Serpentes,Pythonidae,Apodora,CZ,ID,,4.0,,live,,T,F
2021,Apodora papuana,Reptilia,Serpentes,Pythonidae,Apodora,CZ,ID,,2.0,,live,,T,W
2021,Apodora papuana,Reptilia,Serpentes,Pythonidae,Apodora,DE,ID,,6.0,,live,Number of specimens,T,W
2021,Aspidites melanocephalus,Reptilia,Serpentes,Pythonidae,Aspidites,JP,DE,,,15.0,live,Number of specimens,T,C
2021,Aspidites melanocephalus,Reptilia,Serpentes,Pythonidae,Aspidites,KR,DE,,,10.0,live,Number of specimens,T,C
2021,Aspidites ramsayi,Reptilia,Serpentes,Pythonidae,Aspidites,JP,CZ,DE,,2.0,live,,T,C
2021,Aspidites ramsayi,Reptilia,Serpentes,Pythonidae,Aspidites,JP,DE,,,12.0,live,Number of specimens,T,C
2021,Bothrochilus boa,Reptilia,Serpentes,Pythonidae,Bothrochilus,CH,DE,,,2.0,live,Number of specimens,T,C
2021,Bothrochilus boa,Reptilia,Serpentes,Pythonidae,Bothrochilus,JP,CZ,AT,,17.0,live,,T,C
2021,Bothrochilus boa,Reptilia,Serpentes,Pythonidae,Bothrochilus,JP,CZ,DE,,10.0,live,,T,C
2021,Bothrochilus boa,Reptilia,Serpentes,Pythonidae,Bothrochilus,JP,DE,,,6.0,live,Number of specimens,T,C
2021,Bothrochilus boa,Reptilia,Serpentes,Pythonidae,Bothrochilus,KR,DE,,,2.0,live,Number of specimens,T,C
2021,Leiopython albertisii,Reptilia,Serpentes,Pythonidae,Leiopython,CZ,ID,,22.0,,live,,T,F
2021,Leiopython albertisii,Reptilia,Serpentes,Pythonidae,Leiopython,CZ,ID,,10.0,,live,,T,W
2021,Leiopython albertisii,Reptilia,Serpentes,Pythonidae,Leiopython,DE,ID,,39.0,,live,Number of specimens,T,W
2021,Leiopython hoserae,Reptilia,Serpentes,Pythonidae,Leiopython,DE,ID,,7.0,,live,Number of specimens,T,W
2021,Liasis mackloti,Reptilia,Serpentes,Pythonidae,Liasis,DE,ID,,18.0,,live,Number of specimens,T,W
2021,Liasis mackloti,Reptilia,Serpentes,Pythonidae,Liasis,JP,DE,,,8.0,live,Number of specimens,T,C
2021,Liasis olivaceus,Reptilia,Serpentes,Pythonidae,Liasis,JP,DE,,,21.0,live,Number of specimens,T,C
2021,Morelia amethistina,Reptilia,Serpentes,Pythonidae,Morelia,CZ,ID,,15.0,,live,,T,F
2021,Morelia amethistina,Reptilia,Serpentes,Pythonidae,Morelia,CZ,ID,,8.0,,live,,T,W
2021,Morelia amethistina,Reptilia,Serpentes,Pythonidae,Morelia,DE,ID,,39.0,,live,Number of specimens,T,W
2021,Morelia boeleni,Reptilia,Serpentes,Pythonidae,Morelia,CZ,ID,,13.0,,live,,T,C
2021,Morelia bredli,Reptilia,Serpentes,Pythonidae,Morelia,JP,CZ,DE,,5.0,live,,T,C
2021,Morelia bredli,Reptilia,Serpentes,Pythonidae,Morelia,JP,CZ,,,7.0,live,,T,C
2021,Morelia bredli,Reptilia,Serpentes,Pythonidae,Morelia,JP,DE,,,41.0,live,Number of specimens,T,C
2021,Morelia carinata,Reptilia,Serpentes,Pythonidae,Morelia,CH,DE,,,1.0,live,Number of specimens,T,F
2021,Morelia clastolepis,Reptilia,Serpentes,Pythonidae,Morelia,DE,ID,,8.0,,live,Number of specimens,T,W
2021,Morelia clastolepis,Reptilia,Serpentes,Pythonidae,Morelia,JP,CZ,DE,,1.0,live,,T,C
2021,Morelia nauta,Reptilia,Serpentes,Pythonidae,Morelia,DE,CH,,4.0,,live,Number of specimens,P,C
2021,Morelia nauta,Reptilia,Serpentes,Pythonidae,Morelia,DE,ID,,2.0,,live,Number of specimens,T,W
2021,Morelia spilota,Reptilia,Serpentes,Pythonidae,Morelia,CH,DE,CH,,1.0,live,Number of specimens,T,C
2021,Morelia spilota,Reptilia,Serpentes,Pythonidae,Morelia,CH,DE,,,4.0,live,Number of specimens,T,C
2021,Morelia spilota,Reptilia,Serpentes,Pythonidae,Morelia,CZ,ID,,10.0,,live,,T,F
2021,Morelia spilota,Reptilia,Serpentes,Pythonidae,Morelia,DE,ID,,32.0,,live,Number of specimens,T,W
2021,Morelia spilota,Reptilia,Serpentes,Pythonidae,Morelia,JP,CZ,DE,,63.0,live,,T,C
2021,Morelia spilota,Reptilia,Serpentes,Pythonidae,Morelia,JP,CZ,DK,,24.0,live,,T,C
2021,Morelia spilota,Reptilia,Serpentes,Pythonidae,Morelia,JP,CZ,SE,,35.0,live,,T,C
2021,Morelia spilota,Reptilia,Serpentes,Pythonidae,Morelia,JP,CZ,,,87.0,live,,T,C
2021,Morelia spilota,Reptilia,Serpentes,Pythonidae,Morelia,JP,DE,CH,,7.0,live,Number of specimens,T,C
2021,Morelia spilota,Reptilia,Serpentes,Pythonidae,Morelia,JP,DE,,,792.0,live,Number of specimens,T,C
2021,Morelia spilota,Reptilia,Serpentes,Pythonidae,Morelia,KR,DE,,,13.0,live,Number of specimens,T,C
2021,Morelia spilota,Reptilia,Serpentes,Pythonidae,Morelia,NO,DE,,,4.0,live,Number of specimens,P,C
2021,Morelia spilota,Reptilia,Serpentes,Pythonidae,Morelia,NO,DE,,,14.0,live,Number of specimens,T,C
2021,Morelia tracyae,Reptilia,Serpentes,Pythonidae,Morelia,DE,ID,,3.0,,live,Number of specimens,T,W
2021,Morelia viridis,Reptilia,Serpentes,Pythonidae,Morelia,CZ,ID,,330.0,,live,,T,C
2021,Morelia viridis,Reptilia,Serpentes,Pythonidae,Morelia,DE,CH,,4.0,,live,Number of specimens,P,C
2021,Morelia viridis,Reptilia,Serpentes,Pythonidae,Morelia,DE,ID,,79.0,,live,Number of specimens,T,C
2021,Morelia viridis,Reptilia,Serpentes,Pythonidae,Morelia,GB,DE,ID,,25.0,live,Number of specimens,T,C
2021,Morelia viridis,Reptilia,Serpentes,Pythonidae,Morelia,GB,DE,,,9.0,live,Number of specimens,T,C
2021,Morelia viridis,Reptilia,Serpentes,Pythonidae,Morelia,JP,DE,,,2.0,live,Number of specimens,T,C
2021,Morelia viridis,Reptilia,Serpentes,Pythonidae,Morelia,NO,CZ,,,4.0,live,,T,C
2021,Morelia viridis,Reptilia,Serpentes,Pythonidae,Morelia,NO,DE,ID,,4.0,live,Number of specimens,T,C
2021,Morelia viridis,Reptilia,Serpentes,Pythonidae,Morelia,NO,DE,,,2.0,live,Number of specimens,T,C
2021,Morelia viridis,Reptilia,Serpentes,Pythonidae,Morelia,SK,NO,CZ,9.0,,live,,P,C
2021,Python anchietae,Reptilia,Serpentes,Pythonidae,Python,CH,DE,,,2.0,live,Number of specimens,T,C
2021,Python anchietae,Reptilia,Serpentes,Pythonidae,Python,JP,DE,CH,,7.0,live,Number of specimens,T,C
2021,Python anchietae,Reptilia,Serpentes,Pythonidae,Python,JP,DE,,,9.0,live,Number of specimens,T,C
2021,Python anchietae,Reptilia,Serpentes,Pythonidae,Python,NO,DE,,,2.0,live,Number of specimens,P,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,AE,CZ,,,41.0,live,,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,AE,DE,VN,,10.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,AL,DE,VN,,1.0,garments,Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,AL,DE,VN,,34.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,AU,DE,VN,,16.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,BH,DE,VN,,2.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,CA,DE,VN,,11.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,CH,DE,VN,,1.0,garments,Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,CH,DE,VN,,53.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,CH,DE,,,2.0,live,Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,CL,DE,VN,,2.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,CN,DE,VN,,3.0,garments,Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,CN,DE,VN,,318.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,CZ,CH,VN,1.0,,leather products (small),,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,DE,GB,VN,1.0,,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,DE,RU,VN,19.0,,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,DE,SG,CN,1.0,,skin pieces,Number of specimens,P,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,DE,VN,,1000.0,,skins,Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,EG,CZ,,,358.0,live,,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,EG,DE,VN,,2.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,GB,DE,ID,,2.0,leather products (small),Number of specimens,T,W
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,GB,DE,VN,,2.0,garments,Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,GB,DE,VN,,41.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,IL,DE,VN,,11.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,IN,DE,VN,,2.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,JP,DE,,,1.0,live,Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,KR,CZ,,,28.0,live,,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,KR,DE,VN,,28.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,KR,SK,VN,,1.0,leather products (large),,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,KR,SK,VN,,9.0,leather products (small),,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,KV,DE,VN,,4.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,KW,DE,VN,,4.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,LB,BY,,,51.0,live,,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,MO,NL,VN,1.0,,jewellery,Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,MX,DE,VN,,168.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,NO,DE,VN,,5.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,NZ,DE,VN,,2.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,PE,DE,VN,,2.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,RU,DE,VN,,8.0,garments,Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,RU,DE,VN,,381.5,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SA,DE,VN,,2.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,CH,VN,85.0,,leather products (small),,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,CH,VN,1.0,,leather products (small),,T,W
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,ES,VN,2.0,,leather products (small),,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,ES,VN,474.0,,skins,,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,FR,VN,43.0,,leather products (small),,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,FR,VN,65.0,,skins,,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,FR,,1.0,,leather products (small),,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,IT,VN,90.0,,leather products (small),,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,IT,VN,506.0,,skins,,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,IT,VN,54.0,,skins,,T,W
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,NL,VN,3.0,,leather products (small),,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,NL,VN,1.0,,leather products (small),,T,W
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TW,DE,VN,,4.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TW,SK,VN,,3.0,leather products (small),,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,UA,DE,VN,,8.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,DE,VN,,9.0,garments,Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,DE,VN,,481.0,leather products (small),Number of specimens,T,C
2021,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,ZA,DE,VN,,6.0,leather products (small),Number of specimens,T,C
2021,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,DE,ID,,5.0,,live,Number of specimens,T,W
2021,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,AE,DE,ID,,2.0,leather products (small),Number of specimens,T,W
2021,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,AU,DE,ID,,1.0,garments,Number of specimens,T,W
2021,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,CH,DE,ID,,6.0,leather products (small),Number of specimens,T,W
2021,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,CZ,ID,,26.0,,live,,T,W
2021,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,DE,ID,,30.0,,live,Number of specimens,T,W
2021,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,DE,TR,ID,143.0,,leather products (small),Number of specimens,T,W
2021,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,FR,TN,ID,,13.0,leather products (small),,T,W
2021,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,GB,DE,ID,,2.0,leather products (small),Number of specimens,T,W
2021,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,JP,DE,,,34.0,live,Number of specimens,T,C
2021,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,LB,BY,,,9.0,live,,T,C
2021,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,RU,BY,,,2.0,live,,B,C
2021,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,RU,DE,ID,,1.0,garments,Number of specimens,T,W
2021,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,RU,DE,ID,,22.0,leather products (small),Number of specimens,T,W
2021,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,TR,FR,ID,1.0,,leather products (small),,T,W
2021,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,TR,IT,ID,180.0,,skins,,T,W
2021,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,US,DE,ID,,2.0,leather products (small),Number of specimens,T,W
2021,Python curtus,Reptilia,Serpentes,Pythonidae,Python,DE,ID,,10.0,,live,Number of specimens,T,W
2021,Python molurus,Reptilia,Serpentes,Pythonidae,Python,DE,CH,,1.0,,live,Number of specimens,T,C
